kit_id,transect_location,latitude,longitude,elevation_m,collection_time_utc,macrophytes_algae,systemtype,volume_ml,notes,soil_type,rotten_egg_smell,color,soil_horizon,ecosystem_code_IGBP,elevation_flag
K038,sediment,37.3264,-77.2078,0.41,21:05:00,NA,NA,NA,water ~45cm deep,"Bibb fine sandy loam, 0 to 2 percent slopes, frequently flooded (4A)",No,"Light Chocolate, Dark Chocolate",NA,NA,NA
K038,wetland,37.3267,-77.2078,0.52,21:18:00,NA,NA,NA,wetland is tidal forested swamp,"Bibb fine sandy loam, 0 to 2 percent slopes, frequently flooded (4A)",NA,NA,Organic,NA,NA
K038,transition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K038,upland,37.3267,-77.2072,1.21,21:30:00,NA,NA,NA,looks like thin organic horizon (~1cm) over mineral soil; elevation estimated visually,"Nevarc-Remlik complex, 15 to 25 percent slopes (35E)",NA,NA,"Organic, Mineral",5,NA
K039,water,43.7621,-86.4077,176.9,16:35:00,"Macrophytes, Algae",Lacestuary,250,NA,NA,NA,NA,NA,NA,NA
K039,sediment,43.7621,-86.4077,176.9,16:48:00,NA,NA,NA,NA,Water (W),No,Dark Chocolate,NA,NA,NA
K039,wetland,43.7618,-86.4075,176.85,17:02:00,NA,NA,NA,NA,"Kerston and Carlisle mucks, frequently flooded (97)",NA,NA,Organic,NA,NA
K039,transition,43.7604,-86.4078,179.45,17:17:00,NA,NA,NA,"highly organic--roots, rhizomes","Kerston and Carlisle mucks, frequently flooded (97)",NA,NA,Organic,NA,NA
K039,upland,43.7568,-86.4049,182.1,17:58:00,NA,NA,NA,NA,"Chelsea fine sand, 0 to 6 percent slopes (92B)",NA,NA,Mineral,5,NA
K040,water,37.4559,-75.8335,-0.57,20:30:00,Algae,Tidal Stream,390,High Tide - breezy,NA,NA,NA,NA,NA,NA
K040,sediment,37.4559,-75.8335,-0.57,20:40:00,NA,NA,NA,taken just below high tide line - at high tide.,"Bojac fine sandy loam, 0 to 2 percent slopes (BoA)",No,Grey,NA,NA,NA
K040,wetland,37.4566,-75.8332,-0.1,20:30:00,NA,NA,NA,shortform spartina alterniflora marsh outcrop; High Marsh - Short Spartina alterniflora,"Chincoteague silt loam, 0 to 1 percent slopes, very frequently flooded (ChA)",NA,NA,Organic,NA,NA
K040,transition,37.4644,-75.8358,1.03,20:15:00,NA,NA,NA,Loblolly Pine overstory - phragmites understory,"Nimmo sandy loam, 0 to 2 percent slopes (NmA)",NA,NA,Organic,NA,NA
K040,upland,37.4654,-75.8356,1.26,20:00:00,NA,NA,NA,NA,"Nimmo sandy loam, 0 to 2 percent slopes (NmA)",NA,NA,Organic,5,NA
K041,water,37.4557,-75.8334,0,20:45:00,None,Tidal River,600,low tide,NA,NA,NA,NA,NA,NA
K041,sediment,37.4557,-75.8334,0,20:50:00,NA,NA,NA,low tide,"Bojac fine sandy loam, 0 to 2 percent slopes (BoA)",No,Grey,NA,NA,NA
K041,wetland,37.4557,-75.8334,0,20:50:00,NA,NA,NA,spartina alterniflora,"Bojac fine sandy loam, 0 to 2 percent slopes (BoA)",NA,NA,Organic,NA,NA
K041,transition,37.4638,-75.8357,0.91,20:30:00,NA,NA,NA,phragmites and loblolly pine,"Nimmo sandy loam, 0 to 2 percent slopes (NmA)",NA,NA,Organic,NA,NA
K041,upland,37.4656,-75.835,1.2,20:20:00,NA,NA,NA,mostly loblolly pine,"Nimmo sandy loam, 0 to 2 percent slopes (NmA)",NA,NA,Organic,5,NA
K042,water,39.8816,-75.2665,-0.02,12:00:00,None,Tidal Stream,180,NA,NA,NA,NA,NA,NA,NA
K042,sediment,38.8816,-75.2665,-0.12,12:00:00,NA,NA,NA,NA,Water (W),No,Grey,NA,NA,NA
K042,wetland,39.8816,-75.265,0.44,12:15:00,NA,NA,NA,Sampled right at low tide.,Water (W),NA,NA,Organic,NA,NA
K042,transition,39.8815,-75.2648,0.74,12:00:00,NA,NA,NA,All elevations are eyeballed relative to MSL,Marsh (Mh),NA,NA,Organic,NA,NA
K042,upland,39.8815,-75.2646,2.09,12:15:00,NA,NA,NA,Under red oak,Urban land (Ub),NA,NA,Organic,4,NA
K043,water,39.062,-75.394,-1.45,NA,None,Estuary,NA,Dissolved Oxygen saturation 115.1%,NA,NA,NA,NA,NA,NA
K043,sediment,39.062,-75.397,-0.5,NA,NA,NA,NA,sand,Water (W),NA,NA,NA,NA,NA
K043,wetland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K043,transition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K043,upland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K044,water,38.8837,-76.5583,0.01,04:50:00,None,Tidal Stream,330,Will send sonde data at a later date,NA,NA,NA,NA,NA,NA
K044,sediment,38.8837,-76.5583,0.01,17:00:00,NA,NA,NA,NA,"Contees Wharf silty clay loam, 0 to 1 meter water depth (WCwA)",No,Grey,NA,NA,NA
K044,wetland,38.8841,-76.5582,0.24,16:38:00,NA,NA,NA,PHAU dominant. Will calculate soil moisture from soil samples taken today and send at a later date,"Annapolis fine sandy loam, 5 to 10 percent slopes (AsC)",NA,NA,Organic,NA,NA
K044,transition,38.8842,-76.5583,0.87,16:20:00,NA,NA,NA,Will calculate soil moisture from soil samples taken today and send at a later date,"Annapolis fine sandy loam, 5 to 10 percent slopes (AsC)",NA,NA,Organic,NA,NA
K044,upland,38.8843,-76.5583,2.2,16:04:00,NA,NA,NA,Will calculate soil moisture from soil samples taken today and send at a later date,"Annapolis fine sandy loam, 5 to 10 percent slopes (AsC)",NA,NA,Organic,4,NA
K045,water,39.9886,-74.8467,-0.4,14:35:00,Macrophytes,Tidal River,80,Water had a visible amount of sediment in it.  Both filters only allowed 80ml through before clogging. Water color description: red/brown,NA,NA,NA,NA,NA,inconsistent
K045,sediment,39.9887,-74.8466,-0.06,14:50:00,NA,NA,NA,Was taken out of the water but would be submerged soon due to tide.,Water (WATER),No,"Black, Dark Chocolate",NA,NA,inconsistent
K045,wetland,39.9889,-74.8465,1.06,15:10:00,NA,NA,NA,"Marsh are was very soup-y hard to get a core from this location, did my best.","Mannington-Nanticoke complex, 0 to 1 percent slopes, very frequently flooded (MamnAv)",NA,NA,Organic,NA,inconsistent
K045,transition,39.9905,-74.8443,5.8,16:00:00,NA,NA,NA,Edge of forest where it meets the marsh.,"Tinton sand, thick surface, 0 to 5 percent slopes (ThftB)",NA,NA,Organic,NA,inconsistent
K045,upland,39.991,-74.8434,3.34,16:13:00,NA,NA,NA,"Unsure of soil type, Soil Web classified as PGH Pits, sand and gravel.","Pits, sand and gravel (PHG)",NA,NA,Organic,4,inconsistent
K046,water,39.0892,-75.4365,0.54,14:46:00,NA,Tidal Stream,232,small tributary creek within the wetland,NA,NA,NA,NA,NA,NA
K046,sediment,39.0892,-75.4365,0.54,15:00:00,NA,NA,NA,NA,"Transquaking and Mispillion soils, very frequently flooded, tidal (TP)",Yes,"Black, Grey",NA,NA,NA
K046,wetland,39.089,-75.4366,0.87,15:30:00,NA,NA,NA,Soil moisture not taken but soil was saturated,"Transquaking and Mispillion soils, very frequently flooded, tidal (TP)",NA,NA,Organic,NA,NA
K046,transition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K046,upland,39.0887,-75.4351,NA,15:20:00,NA,NA,NA,NA,"Carmichael loam, 0 to 2 percent slopes (CaA)",NA,NA,NA,4,NA
K047,water,43.4162,-86.3489,177.01,19:00:00,"Macrophytes, Algae",Lacestuary,200,filter clogged after 4 pulls.  Could not load water color app.,NA,NA,NA,NA,NA,NA
K047,sediment,43.4162,-86.3489,177.01,19:10:00,NA,NA,NA,"sediment was highly organic--roots, rhizomes, etc.",Marsh (Ma),No,Dark Chocolate,NA,NA,NA
K047,wetland,43.4169,-86.35,177.11,19:15:00,NA,NA,NA,highly organic--mostly roots and rhizomes with very little mineral content.,Marsh (Ma),NA,NA,Organic,NA,NA
K047,transition,43.4166,-86.3508,177.03,19:25:00,NA,NA,NA,I suspect this area was manipulated 120-140 years ago.  This location may have been open water in the past--hard to tell.,Kerston muck (Ku),NA,NA,Organic,NA,NA
K047,upland,43.4161,-86.3521,177.53,19:30:00,NA,NA,NA,NA,Kerston muck (Ku),NA,NA,Mineral,6,NA
K048,water,39.8803,-75.2667,0.78,13:00:00,NA,Tidal Stream,100,NA,NA,NA,NA,NA,NA,NA
K048,sediment,39.8803,-75.2667,0.78,13:15:00,NA,NA,NA,phone did not record GPS so taken from google earth --> side is along a transect and in Darby Creek @ edge,Water (W),Yes,Dark Chocolate,NA,NA,NA
K048,wetland,39.8802,-75.2669,0.28,13:35:00,NA,NA,NA,MSL used for elevation,Water (W),NA,NA,Organic,NA,NA
K048,transition,39.8801,-75.2666,0.92,13:45:00,NA,NA,NA,MSL used for elevation,Tidal marsh (Tm),NA,NA,Organic,NA,NA
K048,upland,39.88,-75.2665,2.77,13:55:00,NA,NA,NA,MSL used for elevation,Tidal marsh (Tm),NA,NA,Organic,4,NA
K049,water,42.6708,-86.2107,177.23,15:10:00,"Macrophytes, Algae",Lake,70,NA,NA,NA,NA,NA,NA,NA
K049,sediment,42.6708,-86.2107,177.23,15:15:00,NA,NA,NA,NA,Dune land and Beaches (4),Yes,Black,NA,NA,NA
K049,wetland,42.6708,-86.2106,177.33,15:25:00,NA,NA,NA,NA,Dune land and Beaches (4),NA,NA,Organic,NA,NA
K049,transition,42.6709,-86.2106,178.22,15:32:00,NA,NA,NA,NA,Dune land and Beaches (4),NA,NA,Mineral,NA,NA
K049,upland,42.6709,-86.2105,178.68,15:43:00,NA,NA,NA,NA,Dune land and Beaches (4),NA,NA,Mineral,NA,NA
K050,water,37.3344,-77.2072,0.16,19:44:00,"Macrophytes, Algae",Tidal Stream,105,"macroalgae, a few emergent macrophyte",NA,NA,NA,NA,NA,NA
K050,sediment,37.3344,-77.2072,0.16,19:50:00,NA,NA,NA,"water depth ~60cm, sediment is very sandy",Water (W),No,Light Chocolate,NA,NA,NA
K050,wetland,37.3347,-77.2069,0.72,20:05:00,NA,NA,NA,"soil type lsits as ""W"" because site was flooded when last soil survey was done. Lots of roots in soil",Water (W),NA,NA,Organic,NA,NA
K050,transition,37.3347,-77.2058,7.16,20:17:00,NA,NA,NA,transition site where intermittent stream (now dry) enter wetland,"Nevarc-Remlik complex, 10 to 15 percent slopes (35D)",NA,NA,Mineral,NA,NA
K050,upland,37.3347,-77.2058,7.16,20:24:00,NA,NA,NA,"despite same GPS as transition, this site was ~15m south of transition","Nevarc-Remlik complex, 10 to 15 percent slopes (35D)",NA,NA,Organic,5,NA
K051,water,38.5747,-76.2191,0.74,19:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K051,sediment,38.5747,-76.2191,0.74,19:25:00,NA,NA,NA,NA,"Sunken mucky silt loam, 0 to 2 percent slopes, occasionally flooded, tidal (SuA)",NA,NA,NA,NA,NA
K051,wetland,38.5747,-76.2194,0.53,19:10:00,NA,NA,NA,NA,"Sunken mucky silt loam, 0 to 2 percent slopes, occasionally flooded, tidal (SuA)",NA,NA,NA,NA,NA
K051,transition,38.5747,-76.2191,0.74,19:15:00,NA,NA,NA,NA,"Sunken mucky silt loam, 0 to 2 percent slopes, occasionally flooded, tidal (SuA)",NA,NA,NA,NA,NA
K051,upland,38.5746,-76.2185,0.75,19:00:00,NA,NA,NA,NA,"Elkton silt loam, 0 to 2 percent slopes (EmA)",NA,NA,NA,NA,NA
K052,water,38.1595,-75.7905,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K052,sediment,38.1595,-75.7904,0,NA,NA,NA,NA,NA,"Transquaking and Mispillion soils, very frequently flooded, tidal (TP)",NA,NA,NA,NA,NA
K052,wetland,38.1596,-75.7899,0.54,NA,NA,NA,NA,NA,"Transquaking and Mispillion soils, very frequently flooded, tidal (TP)",NA,NA,NA,NA,NA
K052,transition,38.1604,-75.7899,0.81,NA,NA,NA,NA,NA,"Queponco silt loam, 0 to 2 percent slopes (QeA)",NA,NA,NA,NA,NA
K052,upland,38.1609,-75.7906,0.8,NA,NA,NA,NA,NA,"Queponco silt loam, 0 to 2 percent slopes (QeA)",NA,NA,NA,NA,NA
K053,water,38.812,-76.7083,0.32,19:26:00,Macrophytes,"Freshwater, Tidal River",92,1GBP=11,NA,NA,NA,NA,NA,NA
K053,sediment,38.8121,-76.7082,0.32,19:47:00,NA,NA,NA,NA,"Mispillion and Transquaking soils, 0 to 1 percent slopes, tidally flooded (MZA)",No,Light Chocolate,NA,NA,NA
K053,wetland,38.812,-76.708,0.4,18:53:00,NA,NA,NA,1GBP=11; 1.66ft elevation,"Mispillion and Transquaking soils, 0 to 1 percent slopes, tidally flooded (MZA)",NA,NA,Organic,NA,NA
K053,transition,38.812,-76.7061,3.74,18:22:00,NA,NA,NA,"water table near surface, some gravel; 1.87ft elevation using the Google Earth app","Evesboro-Galestown-Urban land complex, 0 to 5 percent slopes (EuB)",NA,NA,Mineral,NA,NA
K053,upland,38.812,-76.7061,3.74,18:05:00,NA,NA,NA,Google Earth app used for elevation,"Evesboro-Galestown-Urban land complex, 0 to 5 percent slopes (EuB)",NA,NA,Organic,4,NA
K054,water,38.9677,-75.3703,0.33,NA,Macrophytes,Tidal Stream,120,many phrag bits,NA,NA,NA,NA,NA,NA
K054,sediment,38.9677,-75.3703,0.33,NA,NA,NA,NA,MANY phragmites bits,"Transquaking and Mispillion soils, very frequently flooded, tidal (TP)",Yes,"Grey, Dark Chocolate",NA,NA,NA
K054,wetland,38.968,-75.37,0.56,NA,NA,NA,NA,NA,"Transquaking and Mispillion soils, very frequently flooded, tidal (TP)",NA,NA,Organic,NA,NA
K054,transition,38.9681,-75.3698,1.08,NA,NA,NA,NA,Many roots,"Pineyneck loam, 0 to 2 percent slopes (PyA)",NA,NA,Organic,NA,NA
K054,upland,38.9683,-75.3697,1.13,NA,NA,NA,NA,Many roots,"Pineyneck loam, 0 to 2 percent slopes (PyA)",NA,NA,Organic,5,NA
K055,water,39.8055,-75.2077,1.03,17:26:00,Macrophytes,Tidal stream,240,NA,NA,NA,NA,NA,NA,NA
K055,sediment,39.8055,-75.2077,1.03,17:30:00,NA,NA,NA,NA,"Freehold sandy loam, 15 to 25 percent slopes (FrkE)",NA,Dark chocolate,NA,NA,NA
K055,wetland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K055,transition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K055,upland,39.8057,-75.2103,7.56,14:30:00,NA,NA,NA,NA,"Freehold sandy loam, 15 to 25 percent slopes (FrkE)",NA,NA,NA,3,NA
K056,water,39.1838,-74.8511,0.78,17:00:00,NA,Tidal Stream,70,NA,NA,NA,NA,NA,NA,NA
K056,sediment,39.1838,-74.8511,0.78,17:15:00,NA,NA,NA,NA,"Mispillion-Transquaking-Appoquinimink complex, 0 to 1 percent slopes, very frequently flooded (MmtAv)",Yes,Dark Chocolate,NA,NA,NA
K056,wetland,39.1838,-74.8511,0.78,17:20:00,NA,NA,NA,Spartina alterniflora (not recorded in the physical metadata sheet);  NAVD88 used for elevation,"Mispillion-Transquaking-Appoquinimink complex, 0 to 1 percent slopes, very frequently flooded (MmtAv)",NA,NA,Organic,NA,NA
K056,transition,39.1836,-74.8517,0.99,17:30:00,NA,NA,NA,Phragmites australis (not recorded on the phyiscal metadata sheet); NAVD88 used for elevation,"Mispillion-Transquaking-Appoquinimink complex, 0 to 1 percent slopes, very frequently flooded (MmtAv)",NA,NA,Mineral,NA,NA
K056,upland,39.1837,-74.8518,1.17,17:40:00,NA,NA,NA,NAVD88 used for elevation,"Galloway loamy sand, 0 to 5 percent slopes (GamB)",NA,NA,Organic,5,NA
K057,water,39.1683,-75.5211,4.64,NA,None,Lake,NA,Water color description: Greenish,NA,NA,NA,NA,NA,NA
K057,sediment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K057,wetland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K057,transition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K057,upland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K058,water,39.2576,-75.0905,0.76,12:00:00,None,Tidal Stream,230,NA,NA,NA,NA,NA,NA,NA
K058,sediment,39.2576,-75.0905,0.76,12:15:00,NA,NA,NA,NA,"Transquaking peat, 0 to 1 percent slopes, very frequently flooded, tidal (TrkAv)",Yes,Dark Chocolate,NA,NA,NA
K058,wetland,39.2575,-75.0904,0.73,12:20:00,NA,NA,NA,spartina alternifora; NAVD88 used for elevation,"Transquaking peat, 0 to 1 percent slopes, very frequently flooded, tidal (TrkAv)",NA,NA,Organic,NA,NA
K058,transition,39.2574,-75.0903,1.39,12:25:00,NA,NA,NA,phragmites australis; NAVDD88 used for elevation,"Transquaking peat, 0 to 1 percent slopes, very frequently flooded, tidal (TrkAv)",NA,NA,Organic,NA,NA
K058,upland,39.3574,-75.0903,17.51,12:33:00,NA,NA,NA,NAVD88 used for elevation,"Galloway loamy sand, 0 to 5 percent slopes (GamB)",NA,NA,Organic,4,NA
K059,water,38.4292,-76.2374,0.15,14:45:00,NA,Tidal Stream,420,water cloudy,NA,NA,NA,NA,NA,NA
K059,sediment,38.4292,-76.2374,0.15,16:15:00,NA,NA,NA,eroded marsh,"Honga peat, very frequently flooded, tidal (Ho)",No,Light Chocolate,NA,NA,NA
K059,wetland,38.4295,-76.2269,0.45,15:40:00,NA,NA,NA,schonoplectus americanus,"Sunken mucky silt loam, 0 to 2 percent slopes, occasionally flooded, tidal (SuA)",NA,NA,Organic,NA,NA
K059,transition,38.4303,-76.2269,0.52,15:30:00,NA,NA,NA,boundary between dead and alive loblolly pine. Only a little phragmites,"Sunken mucky silt loam, 0 to 2 percent slopes, occasionally flooded, tidal (SuA)",NA,NA,Organic,NA,NA
K059,upland,38.4305,-76.2265,0.97,15:10:00,NA,NA,NA,high forest plot; hardwood and pine,"Sunken mucky silt loam, 0 to 2 percent slopes, occasionally flooded, tidal (SuA)",NA,NA,Organic,5,NA
K060,water,39.3259,-75.4749,1.5,17:35:00,Macrophytes,Estuary,170,"YSI died, Water color description: Brown",NA,NA,NA,NA,NA,inconsistent
K060,sediment,39.325,-75.479,-0.57,17:50:00,NA,NA,NA,NA,"Broadkill-Appoquinimink complex, very frequently flooded, tidal (Ba)",No,"Black, Grey",NA,NA,inconsistent
K060,wetland,39.3123,-75.4961,-0.04,18:05:00,NA,NA,NA,NA,"Broadkill-Appoquinimink complex, very frequently flooded, tidal (Ba)",NA,NA,Organic,NA,inconsistent
K060,transition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,inconsistent
K060,upland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,inconsistent
K061,water,39.2157,-75.4618,0.52,14:00:00,None,Tidal Stream,120,No photo - unable to take phone,NA,NA,NA,NA,NA,NA
K061,sediment,39.2157,-75.4618,0.52,14:10:00,NA,NA,NA,NA,"Broadkill-Appoquinimink complex, very frequently flooded, tidal (Ba)",Yes,"Grey, Dark Chocolate",NA,NA,NA
K061,wetland,39.2153,-75.4609,1.03,13:45:00,NA,NA,NA,Permanent wetland,"Pineyneck loam, 0 to 2 percent slopes (PyA)",NA,NA,Organic,NA,NA
K061,transition,39.2152,-75.4607,0.98,13:25:00,NA,NA,NA,Crop + natural veg,"Pineyneck loam, 0 to 2 percent slopes (PyA)",NA,NA,Organic,NA,NA
K061,upland,39.2151,-75.4605,177.04,13:20:00,NA,NA,NA,NA,NA,NA,NA,Organic,12,NA
K062,water,38.8753,-76.5513,0.01,14:00:00,None,Estuary,270,sediment temp: 18.7C,NA,NA,NA,NA,NA,NA
K062,sediment,38.8753,-76.5513,0.01,14:40:00,NA,NA,NA,NA,"Mispillion and Transquaking soils, 0 to 1 percent slopes, tidally flooded (MZA)",No,Grey,NA,NA,NA
K062,wetland,38.8751,-76.5515,0.02,13:36:00,NA,NA,NA,Will calculate soil moisture from soil samples taken today and send at a later date,"Mispillion and Transquaking soils, 0 to 1 percent slopes, tidally flooded (MZA)",NA,NA,Organic,NA,NA
K062,transition,38.8747,-76.5516,2.23,13:20:00,NA,NA,NA,Will calculate soil moisture from soil samples taken today and send at a later date,"Collington and Annapolis soils, 10 to 15 percent slopes (CRD)",NA,NA,Organic,NA,NA
K062,upland,38.8743,-76.5515,2.38,13:00:00,NA,NA,NA,Will calculate soil moisture from soil samples taken today and send at a later date,"Collington and Annapolis soils, 10 to 15 percent slopes (CRD)",NA,NA,Organic,4,NA
